camaras	id	mes_dia	procedimiento	estado	acuerdo	desacuerdo	ano	comisiones
Cámara de Representantes	6066	Jun 15	Aprobación del articulado, título y de la pregunta para que el Proyecto de Proyecto de ley número 115 de 2010 Cámara continúe su trámite legislativo.	aprobado	93%	7%	2011	
Cámara de Representantes	6072	Jun 15	Aprobación de la proposición con que termina el informe de ponencia al Proyecto de ley número 171 de 2010 Cámara.	aprobado	100%	0%	2011	
Senado	6104	Jun 15	Aprobación a la proposición con que termina el informe de conciliación al proyecto de ley número 13 de 2010 Senado y 123 de 2010 Cámara.	aprobado	88%	12%	2011	
Senado	6105	Jun 15	Aprobación del Informe de conciliación del Proyecto de ley número 263 de 2011 Senado y 195 de 2011 Cámara.	aprobado	92%	8%	2011	
Senado	6106	Jun 15	Aprobación del Informe de conciliación del Proyecto de acto legislativo número 19 de 2010 Senado y 16 de 2010 Cámara.	aprobado	81%	19%	2011	
	6956	Jun 15	Aprobación de la modificación del Orden del Día propuesta por el Senador Juan Mario Laserna.	aprobado	80%	20%	2011	Comisión Tercera de Senado
	6966	Jun 15	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Ley número 206 de 2011 Cámara.	aprobado	83%	17%	2011	Comisión Primera de Cámara de Representantes
	6967	Jun 15	Aprobación en bloque del articulado del Proyecto de Ley número 206 de 2011 Cámara.	aprobado	76%	24%	2011	Comisión Primera de Cámara de Representantes
	6971	Jun 15	Aprobación de la proposición suscrita por la Representante Lina María Barrera, por medio de la cual se archiva el Proyecto de Ley número 225 de 2011 Cámara, 088 de 2009 ...	no-aprobado	13%	87%	2011	Comisión Séptima de Cámara de Representantes
	7184	Jun 15	Aprobación del informe final de ponencia del Proyecto de Ley número 225/11 Senado, acumulado con los Proyectos de Ley número 231/11 Senado y número 264/11 Senado..	aprobado	100%	0%	2011	Comisión Segunda de Senado
	7185	Jun 15	Aprobación del articulado del Proyecto de Ley número 225/11 Senado, acumulado con los Proyectos de Ley número 231/11 Senado y número 264/11 Senado.	aprobado	100%	0%	2011	Comisión Segunda de Senado
	7186	Jun 15	Aprobación del título del Proyecto de Ley número 225/11 Senado, acumulado con los Proyectos de Ley número 231/11 Senado y número 264/11 Senado.	aprobado	100%	0%	2011	Comisión Segunda de Senado
Senado	6100	Jun 14	Aprobación de la proposición supresiva del artículo 17 del Proyecto de ley múmero 163 de 2011 Senado, presentada por la Senadora Gloria Inés Ramírez .	no-aprobado	20%	80%	2011	
Senado	6101	Jun 14	Aprobación del artículo 17 del Proyecto de ley número 263 de 2011 Senado y 195 de 2011 Cámara con modificación propuesta por el Senador Juan Manuel Galán.	aprobado	83%	17%	2011	
Senado	6102	Jun 14	Aprobación del bloque de artículos, el titulo y el trámite del Proyecto de ley número 263 de 2011 Senado y 195 de 2011 Cámara.	aprobado	89%	11%	2011	
Senado	6103	Jun 14	Aprobación a la omisión, bloque de artículos (excepto 5 y 6 con modificación), titulo y trámite del Proyecto de ley número 261 de 2011 Senado y 112 de 2011 Cámara.	aprobado	88%	12%	2011	
	6887	Jun 14	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Ley número 241 de 2011 Senado.	aprobado	70%	30%	2011	Comisión Primera de Senado
	6888	Jun 14	Aprobación en bloque del articulado del Proyecto de Ley número 241 de 2011 Senado, incluyendo las modificaciones propuestas por la Senadora Karmine Mota y Morad.	aprobado	70%	30%	2011	Comisión Primera de Senado
	6889	Jun 14	Aprobación del título del Proyecto de Ley número 241 de 2011 Senado, incluyendo la modificación propuesta por el Senador Juan Manuel Corzo Román.	aprobado	70%	30%	2011	Comisión Primera de Senado
	6910	Jun 14	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Ley número 103 de 2010 Senado	aprobado	100%	0%	2011	Comisión Quinta de Senado
	6912	Jun 14	Aprobacion en bloque del articulado del Proyecto de Ley número 103 de 2010 Senado.	aprobado	100%	0%	2011	Comisión Quinta de Senado
	6913	Jun 14	Aprobacion del titulo del Proyecto de Ley número 103 de 2010 Senado.	aprobado	100%	0%	2011	Comisión Quinta de Senado
	6914	Jun 14	Aprobación del archivamiento del Proyecto de Ley número 179 de 2010 Senado.	aprobado	100%	0%	2011	Comisión Quinta de Senado
	6915	Jun 14	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Ley número 211 de 2010 Senado.	aprobado	100%	0%	2011	Comisión Quinta de Senado
	6916	Jun 14	Aprobación en bloque del articulado del Proyecto de Ley número 211 de 2010 Senado, como fueron publicados en la ponencia.	aprobado	100%	0%	2011	Comisión Quinta de Senado
	6917	Jun 14	Aprobación del titulo del Proyecto de Ley número 211 de 2010 Senado.	aprobado	100%	0%	2011	Comisión Quinta de Senado
	6968	Jun 14	Aprobación de la proposición suscrita por el Senador John Sudarsky Rosenbaum y otros ocho miembros de la Comisión, por medio de la cual se solicita a la Contraloría General de ...	aprobado	86%	14%	2011	Comisión Sexta de Senado
Cámara de Representantes	5948	Jun 09	Aprobación de los artículos 1 y 3 del Proyecto de Acto Legislativo 123/10 Cámara (Regalías)	aprobado	87%	13%	2011	
Cámara de Representantes	5954	Jun 09	Aprobación de la proposición de archivo del Proyecto de Acto Legislativo número 123/10 Cámara (Regalías)	no-aprobado	20%	80%	2011	
Cámara de Representantes	5959	Jun 09	Aprobación de la proposición con la que termina el informe de ponencia del Proyecto de Acto Legislativo número 123/10 Cámara (Regalías)	aprobado	92%	8%	2011	
Cámara de Representantes	5963	Jun 09	Aprobación del artículo 2 del Proyecto de Acto Legislativo 123/10 Cámara (Regalías) (incluyendo la proposición presentada por el Representante Pablo E. Salamanca)	no-aprobado	4%	96%	2011	
Cámara de Representantes	5969	Jun 09	Aprobación del artículo 2 (con proposiciones avaladas) del Proyecto de Acto Legislativo 123/10 Cámara (Regalías)	aprobado	92%	8%	2011	
Cámara de Representantes	5977	Jun 09	Aprobación de sesión permanente	aprobado	97%	3%	2011	
Cámara de Representantes	5978	Jun 09	Aprobación de la proposición presentada por el Representante Henry Humberto Arcila al Proyecto de Acto Legislativo número 123/10 Cámara (Regalías)	aprobado	52%	48%	2011	
Cámara de Representantes	5979	Jun 09	Aprobación de la proposición presentada por el Representante Efrain Torres al Proyecto de Acto Legislativo número 123/10 Cámara (Regalías)	no-aprobado	19%	81%	2011	
Cámara de Representantes	5985	Jun 09	Aprobación del título y de la pregunta para que el Proyecto de Acto Legislativo 123/10 Cámara (Regalías) continúe su trámite legislativo	aprobado	90%	10%	2011	
Cámara de Representantes	5947	Jun 08	Aprobación del informe de conciliación del Proyecto de Ley 58/10 Cámara.	aprobado	95%	5%	2011	
Cámara de Representantes	5951	Jun 08	Aprobación del articulado del Proyecto de Ley 169/10 Cámara.	aprobado	92%	8%	2011	
Cámara de Representantes	5956	Jun 08	Aprobación de la proposición de aplazamiento del Proyecto de Ley 116/10 Cámara.	no-aprobado	7%	93%	2011	
Cámara de Representantes	5980	Jun 08	Aprobación del informe de ponencia del Proyecto de Ley 116/10 Cámara.	aprobado	92%	8%	2011	
Cámara de Representantes	5983	Jun 08	Aprobación del articulado, título y pregunta para que el Proyecto de Ley número 116/10 Cámara continué su tramite legislativo.	aprobado	91%	9%	2011	
Cámara de Representantes	5986	Jun 08	Aprobación del articulado, título y pregunta para que Proyecto de Ley número 048/10 Cámara continué su tramite legislativo	aprobado	93%	7%	2011	
Senado	6058	Jun 08	Aprobación del artículo 1 de la ponencia del Proyecto de acto legislativo número 19 de 2010 Senado y 16 de 2010 Cámara.	aprobado	82%	18%	2011	
Senado	6060	Jun 08	Aprobación de la proposición del Senador Honorio Galvis para modificar el artículo 1 del proyecto de Acto legislativo número 19 de 2010 Senado y 16 de 2010 Cámara.	no-aprobado	22%	78%	2011	
Senado	6097	Jun 08	Aprobación del artículo número primero del Proyecto de acto legislativo número 16 de 2010 Cámara, 19 de 2010 Senado.	aprobado	92%	8%	2011	
Senado	6098	Jun 08	Aprobación a la proposición de la proposición del Senador Manuel Enríquez para modificar el parágrafo primero del Proyecto de acto legislativo número 19 de 2010 Senado y 16 de 2010 ...	no-aprobado	35%	65%	2011	
Senado	6099	Jun 08	Aprobación del bloque de artículos, titulo y aprobación como ley del Proyecto de acto legislativo número 19 de 2010 Senado y 16 de 2010 Cámara.	aprobado	90%	10%	2011	
	6857	Jun 08	Aprobación de de la proposición con la que termina el informe positivo de debate del Proyecto de ley número 242 de 2011 Senado.	aprobado	100%	0%	2011	Comisión Primera de Senado
	6858	Jun 08	Aprobación en bloque del articulado del Proyecto de ley número 242 de 2011 Senado, como aparece en el Pliego de Modificaciones e incluyendo las modificaciones a los artículos 19 y ...	aprobado	100%	0%	2011	Comisión Primera de Senado
	6859	Jun 08	Aprobación del título del Proyecto de ley número 242 de 2011 Senado y de la continuación de su trámite legislativo en el Congreso.	aprobado	100%	0%	2011	Comisión Primera de Senado
	6899	Jun 08	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Ley número 178 de 2011 Cámara.	aprobado	89%	11%	2011	Comisión Tercera de Cámara de Representantes
	6900	Jun 08	Aprobación en bloque del articulado, el título y el tránsito a segundo debate del Proyecto de Ley número 178 de 2011 Cámara.	aprobado	83%	17%	2011	Comisión Tercera de Cámara de Representantes
	6933	Jun 08	Aprobación del impedimento presentado por el Representante Carlos Eduardo León Celis para discutir y votar el Proyecto de Ley no. 194/11 de Cámara acumulado con el Proyecto de Ley 021/10 ...	no-aprobado	9%	91%	2011	Comisión Segunda de Cámara de Representantes
	6934	Jun 08	Aprobación de la proposición de archivo del Representante Iván Cepeda Castro para el Proyecto de Ley número 21 de 2010 Cámara acumulado con el Proyecto de ley número 194 de ...	no-aprobado	8%	92%	2011	Comisión Segunda de Cámara de Representantes
	6936	Jun 08	Aprobación de la proposición positiva con que termina el informe de ponencia presentado por el Representante Hernán Penagos Giraldo al Proyecto de ley 194/11 de Cámara acumulado con el Proyecto ...	aprobado	93%	7%	2011	Comisión Segunda de Cámara de Representantes
	6937	Jun 08	Aprobación del articulado en bloque del Proyecto de Ley no. 194/11 Cámara acumulado con el Proyecto de Ley 021/10 Cámara.	aprobado	94%	6%	2011	Comisión Segunda de Cámara de Representantes
	6938	Jun 08	Aprobación del título y tránsito a siguiente debate del Proyecto de Ley no. 194/11 Cámara acumulado con el proyecto de ley 021/10 Cámara.	aprobado	94%	6%	2011	Comisión Segunda de Cámara de Representantes
	6939	Jun 08	Aprobación de los impedimentos presentados por los Representantes Eduardo León Celis y Juan Carlos Sánchez Franco para votar y discutir la aprobación del Proyecto de Ley 134/10 Cámara.	no-aprobado	0%	100%	2011	Comisión Segunda de Cámara de Representantes
	6940	Jun 08	Aprobación de la proposición con la que termina el informe de ponencia negativo del Proyecto de Ley no. 134/10 Cámara	aprobado	92%	8%	2011	Comisión Segunda de Cámara de Representantes
	6950	Jun 08	Aprobación de la supresión del inciso 2°del artículo 26 del Proyecto de Ley número 252 de 2011 Senado, 89 de 2010 Cámara.	aprobado	100%	0%	2011	Comisión Tercera de Senado
	6951	Jun 08	Aprobación de la proposición suscrita por los Senadores Antonio del Cristo Guerra y Juan Mario Laserna, por medio de la cual se propone modificar el literal e) del numeral 5 ...	aprobado	100%	0%	2011	Comisión Tercera de Senado
	6952	Jun 08	Aprobación de la modificación del parágrafo 3° del artículo 61 del Proyecto de Ley número 252 de 2011 Senado, 89 de 2010 Cámara.	aprobado	100%	0%	2011	Comisión Tercera de Senado
	6953	Jun 08	Aprobación de la modificación al inciso 2° del numeral 6 del artículo 61 del Proyecto de Ley número 252 de 2011 Senado, 89 de 2010 Cámara.	aprobado	100%	0%	2011	Comisión Tercera de Senado
	6954	Jun 08	Aprobación de la modificación del artículo 62 del Proyecto de Ley número 252 de 2011 Senado, 89 de 2010 Cámara.	aprobado	100%	0%	2011	Comisión Tercera de Senado
	6955	Jun 08	Aprobación del articulo 2° del Proyecto de Ley número 96 de 2010 Senado.	aprobado	100%	0%	2011	Comisión Tercera de Senado
	7013	Jun 08	Aprobación de la proposición con la que termina el informe positivo de ponencia del Proyecto de Ley número 060 de 2009 Cámara, 217 de 2010 Senado.	aprobado	100%	0%	2011	Comisión Séptima de Senado
	7014	Jun 08	Aprobación en bloque del título, el articulado y el tránsito a segundo debate del Proyecto de Ley número 060 de 2009 Cámara, 217 de 2010 Senado.	aprobado	100%	0%	2011	Comisión Séptima de Senado
	7018	Jun 08	Aprobación en bloque del articulado del Proyecto de Ley número 228 de 2011 Senado.	aprobado	100%	0%	2011	Comisión Séptima de Senado
	7019	Jun 08	Aprobación de la proposición con la que termina el informe positivo de ponencia del proyecto de Ley número 57 de 2010 Senado.	aprobado	100%	0%	2011	Comisión Séptima de Senado
	7082	Jun 08	Aprobación del artículo 1°del Proyecto de Ley número 133 de 2010 Cámara.	aprobado	100%	0%	2011	Comisión Sexta de Cámara de Representantes
	7083	Jun 08	Aprobación del artículo 2° del Proyecto de ley número 133 de 2010 Cámara.	aprobado	100%	0%	2011	Comisión Sexta de Cámara de Representantes
	7084	Jun 08	Aprobación en bloque del articulado del Proyecto de Ley número 181 de 2011 Cámara.	aprobado	93%	7%	2011	Comisión Sexta de Cámara de Representantes
	7085	Jun 08	Aprobación del título del Proyecto de Ley número 181 de 2011 Cámara y aprobación de su tránsito a segundo debate.	aprobado	94%	6%	2011	Comisión Sexta de Cámara de Representantes
	7086	Jun 08	Aprobación del artículo 1° del Proyecto de Ley número 220 de 2011 Cámara.	aprobado	94%	6%	2011	Comisión Sexta de Cámara de Representantes
	7091	Jun 08	Aprobación de la proposición suscrita por los representantes Dídier Tavera, Luis Guillermo Barrera e Iván Darío Agudelo, por medio de la cual se modifica el numeral 2 del artículo 2° ...	aprobado	62%	38%	2011	Comisión Sexta de Cámara de Representantes
