camaras	id	mes_dia	procedimiento	estado	acuerdo	desacuerdo	ano	comisiones
	7475	Nov 11	Aprobación del título y el tránsito a siguiente debate del Proyecto de Ley número 04 de 2009 Cámara.	aprobado	100%	0%	2009	Comisión Tercera de Cámara de Representantes, Comisión Tercera de Senado
Cámara de Representantes	2107	Nov 10	Aprobación del orden del día.	aprobado	100%	0%	2009	
Cámara de Representantes	2108	Nov 10	Aprobación de actas números 195, 202, 205, 206 de agosto 11, septiembre 8, 22 y 29 de 2009, respectivamente.	aprobado	93%	7%	2009	
Cámara de Representantes	2109	Nov 10	Aprobación proposiciones de control político y foros.	aprobado	98%	2%	2009	
Cámara de Representantes	2110	Nov 10	Aprobación proposiciones representante Rosmery Martínez.	no-aprobado	77%	23%	2009	
Senado	2118	Nov 10	Aprobación de acta número 6 del 19 de agosto de 2009 Referendo	no-aprobado	100%	0%	2009	
Senado	2119	Nov 10	Aprobación reapertura del acta número 6 del 19 de agosto de 2009 Referendo	no-aprobado	98%	2%	2009	
Senado	2120	Nov 10	Aprobación de sesión permanente	aprobado	0%	0%	2009	
	2190	Nov 10	Aprobación alteración de orden del día	aprobado	67%	33%	2009	Comisión Segunda de Cámara de Representantes
	2191	Nov 10	Aprobación de la proposición número 30	aprobado	79%	21%	2009	Comisión Segunda de Cámara de Representantes
	2192	Nov 10	Aprobación de la proposición número 31 y 33	aprobado	93%	7%	2009	Comisión Segunda de Cámara de Representantes
	2193	Nov 10	Aprobación de la proposición número 34	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2385	Nov 10	Aprobación de actas número 06 del 22 de septiembre de 2009 publicada en la gaceta del congreso número 1045 de 2009, número 07 del día 30 de septiembre de 2009 ...	aprobado	100%	0%	2009	Comisión Primera de Senado
	2386	Nov 10	Aprobación del aplazamiento de la votación del artículado del proyecto de ley número 21 de 2009 senado	aprobado	82%	18%	2009	Comisión Primera de Senado
	2387	Nov 10	Aprobación la proposición con que termina el informe de ponencia del proyecto de acto legislativo número 13 de 2009 senado	aprobado	100%	0%	2009	Comisión Primera de Senado
	2388	Nov 10	Aprobación del articulado contenido en el pliego de modificaciones del proyecto de Acto Legislativo número 13 de 2009 Senado	aprobado	100%	0%	2009	Comisión Primera de Senado
	2882	Nov 10	Aprobación del orden del día.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	2883	Nov 10	Aprobación de las actas 1, 2, 3, 4 y 5 de 2009	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	2884	Nov 10	Aprobación de la proposición de archivo del Proyecto de Acto Legislativo número 142 de 2009 cámara	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	2885	Nov 10	Aprobación de la proposición de archivo, al acto Legislativo número 137 de 2009.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	2886	Nov 10	Aprobación de la proposición de retiro del acto legislativo número 045 de 2009	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	2887	Nov 10	Aprobación para dar primer debate el Proyecto de ley número 222 de 2008 Cámara y 111 de 2008 Senado	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	2888	Nov 10	Aprobación de los artículos 2°, 6°, 7°, 8° y 9 del proyecto de ley número 222 de 2008 Cámara y 111 de 2008 Senado	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	2889	Nov 10	Aprobación del artículo 1 del proyecto de ley número 222 de 2008 Cámara y 111 de 2008 Senado	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	2890	Nov 10	Aprobación de los artículos 3,4 y 5 del proyecto de ley número 222 de 2008 Cámara y 111 de 2008 Senado	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	2891	Nov 10	Aprobación del título del proyecto de ley número 222 de 2008 Cámara y 111 de 2008 Senado	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	2892	Nov 10	Aprobación para que el proyecto de ley número 222 de 2008 Cámara y 111 de 2008 Senado siga su trámite legislativo.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	3029	Nov 10	Aprobación del orden del día.	aprobado	100%	0%	2009	Comisión Tercera de Senado
	3030	Nov 10	Aprobación en bloque de varias proposiciones: 1) Cítese al Ministro de Agricultura para evaluar discutir y debatir la política agropecuaria del país. 2) Realícese un foro nacional de vivienda denominado ...	aprobado	100%	0%	2009	Comisión Tercera de Senado
	2792	Nov 09	Aprobación del orden del día.	aprobado	90%	10%	2009	Comisión Sexta de Cámara de Representantes
	2794	Nov 09	Aprobación del aplazamiento del proyecto de ley número 096 de 2009 cámara	no-aprobado	27%	73%	2009	Comisión Sexta de Cámara de Representantes
	2795	Nov 09	Apropiación a la proposición de archivo del proyecto de ley 096 de 2009 cámara.	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2796	Nov 09	Aprobación de la proposición con la que termina el informe de ponencia al proyecto de ley numero 172 de 2009 cámara acumulado con el proyecto de ley numero 186 del ...	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2797	Nov 09	Aprobación del articulado en bloque proyecto de ley numero 172 de 2009 cámara acumulado con el proyecto de ley numero 186 del 2009 cámara.	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2798	Nov 09	Aprobación del titulo del proyecto 172 de 2009 cámara acumulado con el proyecto de ley numero 186 del 2009 cámara y aprobación para que el proyecto pase as segundo debate ...	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2382	Nov 04	Aprobación de actas de sesiones conjuntas número 1 y 2	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2383	Nov 04	Aprobación impedimento Eduardo Enriquez Maya al Proyecto de Ley número 47 de 2009 Senado 174 de 2009 Cámara. Acumulado al Proyecto de Ley número 88 de 2009 Cámara,	no-aprobado	25%	75%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2384	Nov 04	Aprobación de sesión permanente	no-aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2570	Nov 04	Aprobación modificación del orden del día.	aprobado	100%	0%	2009	Comisión Segunda de Senado
	2573	Nov 04	Una vez conocido el texto final sobre la negociación por el Gobierno de Colombia y el de los Estados Unidos, respecto a la colaboración técnico-militar para nuestro país. Cítese a ...	aprobado	100%	0%	2009	Comisión Segunda de Senado
	2574	Nov 04	Aprobación de aplazamiento del proyecto de ley 145/09	aprobado	100%	0%	2009	Comisión Segunda de Senado
	2575	Nov 04	Aprobación del proyecto de ley 80 de 2009	aprobado	100%	0%	2009	Comisión Segunda de Senado
	2672	Nov 04	Aprobación del orden del día	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2673	Nov 04	Aprobación del contenido de las actas número 023 de 2008, 033 de 2008, 034 de 2008, 035 de 2008, 042 de 2009, 044 de 2009, 047 de 2009 y 048 ...	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2674	Nov 04	Aprobación de la proposición con que termina el informe de la ponencia del proyecto de ley número 002 de 2009 Cámara, acumulado al proyecto de ley 078 de 2009 Cámara.	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2675	Nov 04	Aprobación del articulado del proyecto de ley número 002 de 2009 Cámara, acumulado de 078/2009 Cámara con las modificaciones propuestas por el señor ponente.	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2676	Nov 04	Aprobación del título del proyecto de ley número 002 de 2009 Cámara, acumulado al proyecto de ley número 078 de 2009 Cámara.	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2677	Nov 04	Aprobación de la proposición con que termina el informe de la ponencia del proyecto de ley número 106 de 2009 Cámara, con las modificaciones propuestas por el señor ponente.	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2678	Nov 04	Aprobación del articulado del proyecto de ley 106 de 2009 Cámara.	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2679	Nov 04	Aprobación del título del proyecto de ley número 106 de 2009 Cámara.	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2680	Nov 04	Aprobación de la proposición con que termina el informe de ponencia de proyecto de ley 127 de 2009 Cámara.	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2681	Nov 04	Aprobación del articulado del proyecto de ley número 127 de 2009 Cámara.	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2682	Nov 04	Aprobación del título del proyecto de ley número 127 de 2009 Cámara.	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2683	Nov 04	Aprobación de la proposición con la que termina el informe de la ponencia del proyecto de ley número 135/09 Cámara.	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2684	Nov 04	Aprobación del articulado del proyecto de ley número 135 de 2009 cámara	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2685	Nov 04	Aprobación del título del proyecto de ley número 135 de 2009 Cámara.	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2686	Nov 04	Aprobación de la proposición para la apertura del proceso de licitación para reorganizar el transporte público de Bogotá y citar a debate de control político al señor Alcade Mayor del ...	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2687	Nov 04	Aprobación de la proposición para citar a la señora Directora Administrativa para que explique lo concerniente a la contratación de la remodelación de las instalaciones de las diferentes comisiones de ...	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2688	Nov 04	Para solicitar a la Contraloría General el ejercicio del Control Fiscal Excepcional en las dependencias del Fondo Financiero de Salud Distrital.	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2689	Nov 04	Aprobación de la proposición para citar a los miembros del Consejo Superior de la Universidad Industrial de Santander.	aprobado	100%	0%	2009	Comisión Cuarta de Cámara de Representantes
	2749	Nov 04	Aprobación del orden del día	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2750	Nov 04	Aprobación de la citación a la Comisión Sexta para sesionar en el municipio de Chía departamento de Cundinamarca durante el desarrollo del foro de servicios públicos el cual se llevará ...	aprobado	100%	0%	2009	Comisión Sexta de Cámara de Representantes
	2906	Nov 04	Aprobación del orden del día.	aprobado	100%	0%	2009	Comisión Quinta de Cámara de Representantes
	2907	Nov 04	Aprobación de la proposición No. 018.	aprobado	100%	0%	2009	Comisión Quinta de Cámara de Representantes
	2908	Nov 04	Aprobación de la proposición con la que termina el informe de ponencia del proyecto de ley 059 de 2009 Cámara sobre el macizo colombiano.	aprobado	100%	0%	2009	Comisión Quinta de Cámara de Representantes
	2910	Nov 04	Aprobación de la votación en bloque del proyecto de ley 059 de 2009.	aprobado	100%	0%	2009	Comisión Quinta de Cámara de Representantes
	2911	Nov 04	Aprobación de la votación articulado del proyecto de ley 059 del 2009.	aprobado	100%	0%	2009	Comisión Quinta de Cámara de Representantes
	2913	Nov 04	Aprobación de la votación de título del proyecto de ley 059 de 2009.	aprobado	100%	0%	2009	Comisión Quinta de Cámara de Representantes
	2914	Nov 04	Aprobación de la votación para continuar trámite del proyecto de ley 059 de 2009.	aprobado	100%	0%	2009	Comisión Quinta de Cámara de Representantes
	3006	Nov 04	Aprobación de la proposición del senador Rodrigo Lara para ejercer control político en la ciudad de Cali en la adjudicación de una licitación de recolección de basuras.	aprobado	100%	0%	2009	Comisión Séptima de Senado
	3007	Nov 04	Aprobación de la proposición del senador Luis Carlos Avellaneda Tarazona para la necesidad de proteger a los ex trabajadores de la ESE Luis Carlos Galán ante el inminente cierre de ...	aprobado	100%	0%	2009	Comisión Séptima de Senado
	5999	Nov 04	Aprobación del Orden del día.	aprobado	100%	0%	2009	Comisión Séptima de Cámara de Representantes
	6003	Nov 04	Aprobación de la proposición del Representante Mauricio Parodi para citar al Ministro del Interior y de Justicia, Fabio Valencia Cossio, a la Ministra de Cultura, Paula Marcela Moreno Zapata, a ...	aprobado	100%	0%	2009	Comisión Séptima de Cámara de Representantes
	6007	Nov 04	Aprobación de la proposición de los Representantes Jorge González, Jorge Morales, Enrique Rozo, Amanda Ricardo de Páez y Venus Silva para citar a un foro relacionado con la irradiación de ...	aprobado	100%	0%	2009	Comisión Séptima de Cámara de Representantes
	6020	Nov 04	Aprobación de la Proposición del Representante Benítez Maldonado Eduardo Augusto para realizar audiencia pública, al Proyecto de ley número 050 de 2009 Cámara,	aprobado	100%	0%	2009	Comisión Séptima de Cámara de Representantes
	6022	Nov 04	Aprobación del Acta número 7 del 22 de septiembre del 2009.	aprobado	100%	0%	2009	Comisión Séptima de Cámara de Representantes
	6025	Nov 04	Aprobación de la proposición positiva con que termina el informe de ponencia al Proyecto de ley número 390 de 2009 Cámara y 125 de 2008 Senado.	aprobado	100%	0%	2009	Comisión Séptima de Cámara de Representantes
	6026	Nov 04	Aprobación en bloque del articulado del Proyecto de ley níumero 390 de 2009 Cámara.	aprobado	100%	0%	2009	Comisión Séptima de Cámara de Representantes
	6028	Nov 04	Aprobación de la proposición para dar primer debate al Proyecto de ley número 387 de 2009 Cámara, 083 de 2008 Senado.	aprobado	100%	0%	2009	Comisión Séptima de Cámara de Representantes
Cámara de Representantes	1732	Nov 03	Aprobación a las objeciones presidenciales al proyecto de ley 209 de 2008 cámara	aprobado	84%	16%	2009	
Cámara de Representantes	1733	Nov 03	Aprobación de la proposición de archivo del proyecto de acto legislativo 285 de 2009 cámara	no-aprobado	20%	80%	2009	
Cámara de Representantes	1734	Nov 03	Aprobación de la proposición con la que termina el informe del proyecto de acto legislativo 285 de 2009 cámara	aprobado	85%	15%	2009	
Cámara de Representantes	1735	Nov 03	Aprobación de todo el articulado del proyecto de acto legislativo 285 de 2009 cámara	aprobado	84%	16%	2009	
Cámara de Representantes	1736	Nov 03	Aprobación del título y del acto legislativo 285 de 2009 cámara	no-aprobado	0%	0%	2009	
Cámara de Representantes	1737	Nov 03	Aprobación de la proposición con la que termina el informe al proyecto de ley 380 de 2009 cámara	aprobado	100%	0%	2009	
Cámara de Representantes	1738	Nov 03	Aprobación de todo el articulado del proyecto de ley 380 de 2009 cámara	aprobado	100%	0%	2009	
Cámara de Representantes	1739	Nov 03	Aprobación del título y como ley de la república proyecto de ley 380 de 2009 cámara	aprobado	100%	0%	2009	
Senado	2045	Nov 03	Aprobación del impedimento presentado por el senador Juan Carlos Vélez Uribe para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	aprobado	66%	34%	2009	
Senado	2046	Nov 03	Aprobación del impedimento presentado por el senador Hector Helí Rojas para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	aprobado	70%	30%	2009	
Senado	2047	Nov 03	Aprobación del impedimento presentado por el senador Dario Salazar para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	aprobado	54%	46%	2009	
Senado	2048	Nov 03	Aprobación del impedimento presentado por el senador Mauricio Jaramillo Martínez para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	aprobado	62%	38%	2009	
Senado	2049	Nov 03	Aprobación del impedimento presentado por el senador Hernando Pedraza Gutiérrez para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	aprobado	68%	32%	2009	
Senado	2050	Nov 03	Aprobación del impedimento presentado por el senador Armando Sánchez Ortega para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	no-aprobado	30%	70%	2009	
Senado	2051	Nov 03	Aprobación del impedimento presentado por el senador Antonio Guerra de la Espriella para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	aprobado	55%	45%	2009	
Senado	2052	Nov 03	Aprobación del impedimento presentado por la senadora Cecilia Matilde López para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	aprobado	70%	30%	2009	
Senado	2053	Nov 03	Aprobación del impedimento presentado por la senadora Dilian Francisca Toro para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	aprobado	56%	44%	2009	
Senado	2054	Nov 03	Aprobación del impedimento presentado por el senador Efrain José Cepeda para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	aprobado	63%	37%	2009	
Senado	2055	Nov 03	Aprobación de sesión permanente	aprobado	100%	0%	2009	
Senado	2056	Nov 03	Aprobación del impedimento presentado por el senador Guillermo Alfonso Jaramillo para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	aprobado	65%	35%	2009	
Senado	2057	Nov 03	Aprobación del impedimento presentado por la senadora María Isabel Mejía para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	aprobado	64%	36%	2009	
Senado	2058	Nov 03	Aprobación del impedimento presentado por el senador Enrique Gómez Montealegre para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	aprobado	70%	30%	2009	
Senado	2059	Nov 03	Aprobación del impedimento presentado por el senador Luis Elmer Arenas Parra para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	aprobado	38%	62%	2009	
Senado	2060	Nov 03	Aprobación del impedimento presentado por el senador Edilberto Olano Becerra para la moción de censura del ministro de agricultura y desarrollo rural Andrés Fernández Acosta	no-aprobado	50%	50%	2009	
	2169	Nov 03	Aprobación con la que termina el informe de ponencia al proyecto de ley número 377/09 cámara y 279/09 senado	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2170	Nov 03	Aprobación artículado proyecto de ley número 377/09 cámara y 279/09 senado	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2171	Nov 03	Aprobación título y del proyecto de ley número 377/09 cámara y 279/09 senado como ley de la república	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2172	Nov 03	Aprobación de la proposición con la que termina la ponencia al proyecto de ley número 375/09 cámara y 172/08 senado	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2173	Nov 03	Aprobación artículado del proyecto de ley número 375/09 cámara y 172/08 senado	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2174	Nov 03	Aprobación del título y del proyecto de ley número 375/09 cámara y 172/08 senado como ley de la república	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2175	Nov 03	Aprobación proposción con que termina la ponencia del proyecto de ley número 121/09 cámara	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2176	Nov 03	Aprobación articulado del proyecto de ley número 121/09 cámara	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2178	Nov 03	Aprobación del proyecto de ley número 121/09 cámara como ley de la república	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2179	Nov 03	Aprobación de la proposición con que termina el informe de ponencia al proyecto de ley número 153/08 senado y 363/09 cámara	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2180	Nov 03	Aprobación del articulado del proyecto de ley número 153/08 senado y 363/09 cámara	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2181	Nov 03	Aprobación del título y del proyecto de ley número 153/08 senado y 363/09 cámara como ley de la república	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2182	Nov 03	Aprobación de la proposición con que termina el informe de ponencia al proyecto de ley número 212/08 senado y 403/09 cámara	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2183	Nov 03	Aprobación articulado del proyecto de ley número 212/08 senado y 403/09 cámara	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2184	Nov 03	Aprobación título del proyecto de ley número 212/08 senado y 403/09 cámara	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2185	Nov 03	Aprobación del proyecto de ley número 212/08 senado y 403/09 cámara como ley de la república	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2186	Nov 03	Aprobación de la proposición con la que termina el informe de ponencia al proyecto de ley número 123/08 senado y 385/09 cámara	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2187	Nov 03	Aprobación de los artículos 1 y 3 de proyecto de ley número 123/08 senado y 385/09 cámara según el pliego de modificaciones propuesto por el señor ponente	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2188	Nov 03	Aprobación de la eliminación del artículo 2 del proyecto de ley número 123/08 senado y 385/09 cámara	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2189	Nov 03	Aprobación del título y de proyecto de ley número 123/08 senado y 385/09 cámara como ley de la república	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	5936	Nov 03	Aprobación Orden del Día.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	5937	Nov 03	Aprobación de Actas de Abril, Mayo y Junio.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	5938	Nov 03	Aprobación de la declaratoria de Sesión Informal.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	5939	Nov 03	Aprobación de la retoma de la Sesión Formal.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	5941	Nov 03	Aprobación de la proposición con que termina el informe de ponencia del Proyecto de Ley número 185 de 2009 Cámara	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	5942	Nov 03	Aprobación en bloque del articulado del Proyecto de Ley número 185 de 2009 Cámara.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	5944	Nov 03	Aprobación del título del Proyecto de Ley 185 de 2009 Cámara.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
	5945	Nov 03	Aprobación de la pregunta para que el Proyecto de Ley número 185 de 2009 Cámara siga su trámite legislativo.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes
Cámara de Representantes	2066	Oct 28	Aprobación del orden del día	aprobado	100%	0%	2009	
Cámara de Representantes	2067	Oct 28	Aprobación de actas número 196, 197, 198 y 203 de Agosto 12, 18, 19 y 15 de Septiembre de 2009.	aprobado	87%	13%	2009	
	2160	Oct 28	Aprobación proposición con la que termina el informe de ponencia al proyecto de ley número 03/09 cámara	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2161	Oct 28	Aprobación artículado proyecto de ley número 03/09 cámara	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2162	Oct 28	Aprobación título del proyecto de ley número 03/09 cámara	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2163	Oct 28	Aprobación del proyecto de ley número 03/09 cámara como ley de la república	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2164	Oct 28	Aprobación con la que termina el informe de ponencia al proyecto de ley número 406/09 cámara y 284/09 senado	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2165	Oct 28	Aprobación articulado proyecto de ley número 406/09 cámara y 284/09 senado	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2166	Oct 28	Aprobación título del proyecto de ley número 406/09 cámara y 284/09 senado	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2167	Oct 28	Aprobación del proyecto de ley número 406/09 cámara y 284/09 senado como ley de la república	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2168	Oct 28	Aprobación alteración del orden del día " se aplaza proyecto de ley del metro"	aprobado	100%	0%	2009	Comisión Segunda de Cámara de Representantes
	2390	Oct 28	Aprobación del orden del día.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2391	Oct 28	Aprobación de las proposiciones sustitutivas presentadas por la Comisión Accidental para los artículos 5°, 6°, 7°, 8°, 9° y 10, en ambas celulas legislativas del proyecto de ley número 047 ...	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2392	Oct 28	Aprobación de la proposición modificativa número 12: "Modifíquense los artículos 2°, 3°, 10, 11, 18, 22, 25, 26, 28, 29, 30, 32, 33, 34, 35, 36, 37 del Proyecto de ...	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2393	Oct 28	Aprobación de la proposición sustitutiva presentada por la Comisión Accidental y sus modificaciones para los artículos 12, 14 y 15 y en ambas células legislativas.	aprobado	100%	0%	2009	Comisión Primera de Cámara de Representantes, Comisión Primera de Senado
	2571	Oct 28	Aprobación de la modificación del orden del día	aprobado	100%	0%	2009	Comisión Segunda de Senado
	2572	Oct 28	Aprobación de actas número 02 de julio 28 de 2009 , 03 de agosto 04 de 2009, 04 de agosto 5 de 2009 , 05 de agosto 19 de 2009, ...	aprobado	100%	0%	2009	Comisión Segunda de Senado
	2578	Oct 28	Aprobación para que se de primer debate al proyecto de ley 08 de 2009	aprobado	100%	0%	2009	Comisión Segunda de Senado
	2579	Oct 28	Aprobación articulado proyecto de ley 8 de 2009 senado presentado por la senadora Nancy Patricia Gutiérrez	aprobado	100%	0%	2009	Comisión Segunda de Senado
	2580	Oct 28	Aprobación del título del proyecto de ley número 08 de 2009.	aprobado	100%	0%	2009	Comisión Segunda de Senado
	2581	Oct 28	Aprobación de la proposición con que termina el informe de ponencia al proyecto de ley 90 de 2009 senado	aprobado	100%	0%	2009	Comisión Segunda de Senado
	2582	Oct 28	Aprobación de la omisión de la lectura del articulado del proyecto de ley número 90 de 2009 senado	aprobado	100%	0%	2009	Comisión Segunda de Senado
	2583	Oct 28	Aprobación del articulado del proyecto de ley 90 de 2009 senado	aprobado	100%	0%	2009	Comisión Segunda de Senado
	2584	Oct 28	Aprobación del título del proyecto de ley 90 de 2009 senado.	aprobado	100%	0%	2009	Comisión Segunda de Senado
	2585	Oct 28	Aprobación de la modificación al orden del día.	aprobado	100%	0%	2009	Comisión Segunda de Senado
	3088	Oct 28	Aprobación del orden del día.	aprobado	100%	0%	2009	Comisión Séptima de Cámara de Representantes
	3089	Oct 28	Aprobación del acta numero 6 correspondiente a la sesión del 16 de septiembre de 2009.	aprobado	91%	9%	2009	Comisión Séptima de Cámara de Representantes
Cámara de Representantes	1710	Oct 27	Aprobación de la renuncia a la comisión	aprobado	100%	0%	2009	
Cámara de Representantes	1711	Oct 27	Aprobación proposición del representante Julián Silva	aprobado	100%	0%	2009	
Cámara de Representantes	1712	Oct 27	Aprobación del acta 187 de junio 16 de 2009	aprobado	91%	9%	2009	
Cámara de Representantes	1713	Oct 27	Aprobación de la reapertura del impedimento de la representante Gema López para votar el proyecto de ley 232 de 2008 cámara	aprobado	100%	0%	2009	
Cámara de Representantes	1714	Oct 27	Aprobación del impedimento de la representante Gema López para votar el proyecto de ley 232 de 2008 cámara	no-aprobado	16%	84%	2009	
Cámara de Representantes	1715	Oct 27	Aprobación de impedimento del representante Olaya Fabiola para votar el proyecto de ley 232 de 2008 cámara	no-aprobado	0%	0%	2009	
Cámara de Representantes	1716	Oct 27	Aprobación de impedimento de los representantes Ciro Rodríguez, Dairo Bustillo, Lucero Cortes para votar el proyecto de ley 232 de 2008 cámara	no-aprobado	0%	0%	2009	
Cámara de Representantes	1717	Oct 27	Aprobación de impedimento de los representantes Crissien Eduardo, Gutiérrez Carmen, Pardo Pedro para votar el proyecto de ley 232 de 2008 cámara	no-aprobado	0%	0%	2009	
Cámara de Representantes	1718	Oct 27	Aprobación de impedimento de los representantes Londoño César, Raad Elías, Celis Carlos para votar el proyecto de ley 232 de 2008 cámara	no-aprobado	0%	0%	2009	
Cámara de Representantes	1719	Oct 27	Aprobación de impedimento de los representantes Lizcano Mauricio, Lozano Juan, Carebilla Manuel para votar el proyecto de ley 232 de 2008 cámara	no-aprobado	0%	0%	2009	
Cámara de Representantes	1720	Oct 27	Aprobación de impedimento del representante Carlos Piedrahíta para votar el proyecto de ley 232 de 2008 cámara	no-aprobado	0%	0%	2009	
Cámara de Representantes	1721	Oct 27	Aprobación de impedimento del representante Rosmery Martínez para votar el proyecto de ley 232 de 2008 cámara	no-aprobado	0%	0%	2009	
